FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
FL116922,MAA-GOI,MAA,GOI,2024-12-30,111,B787,120,49,241521,167746
FL116923,GOI-MAA,GOI,MAA,2024-06-18,125,B737,70,67,310612,197092
FL116924,DEL-BOM,DEL,BOM,2024-06-17,74,Q400,78,35,169645,112086
FL116925,CCU-DEL,CCU,DEL,2024-10-28,90,A320,78,60,267240,104237
FL116926,CCU-HYD,CCU,HYD,2025-06-01,137,B787,90,74,188108,175713
FL116927,AMD-PNQ,AMD,PNQ,2025-09-29,62,B737,120,59,265618,168628
FL116928,JAI-GOI,JAI,GOI,2025-07-09,174,ATR72,78,44,242704,126834
FL116929,JAI-HYD,JAI,HYD,2025-11-29,139,ATR72,78,71,435017,193018
FL116930,BLR-JAI,BLR,JAI,2024-06-12,123,B787,180,39,223821,116311
FL116931,AMD-DEL,AMD,DEL,2025-04-16,91,B737,150,67,198588,187188
FL116932,BOM-GOI,BOM,GOI,2024-04-14,91,A321,150,70,183190,139177
FL116933,JAI-CCU,JAI,CCU,2025-06-15,127,ATR72,120,38,168568,140004
FL116934,HYD-AMD,HYD,AMD,2025-11-25,156,A320,180,56,323344,163930
FL116935,MAA-BLR,MAA,BLR,2024-03-16,108,ATR72,78,41,234397,113976
FL116936,JAI-BOM,JAI,BOM,2025-12-03,95,A320,150,49,198646,195865
FL116937,HYD-BOM,HYD,BOM,2024-04-02,74,A320,70,36,146880,160164
FL116938,BLR-BOM,BLR,BOM,2025-12-13,67,ATR72,180,167,1008179,107644
FL116939,HYD-AMD,HYD,AMD,2024-07-12,158,A321,70,65,373100,143493
FL116940,AMD-PNQ,AMD,PNQ,2024-12-03,163,B787,78,71,454329,150599
FL116941,JAI-HYD,JAI,HYD,2025-06-25,167,ATR72,90,30,92880,117679
FL116942,JAI-PNQ,JAI,PNQ,2024-07-13,171,A320,180,98,426006,129650
FL116943,CCU-DEL,CCU,DEL,2024-04-21,128,A320,120,89,389464,89290
FL116944,MAA-GOI,MAA,GOI,2024-08-06,99,ATR72,70,64,251136,135996
FL116945,MAA-AMD,MAA,AMD,2024-04-15,166,A320,120,58,262972,137165
FL116946,BOM-AMD,BOM,AMD,2025-10-19,130,Q400,120,44,144760,129168
FL116947,CCU-PNQ,CCU,PNQ,2025-09-01,72,Q400,70,65,347230,189514
FL116948,BOM-AMD,BOM,AMD,2024-10-19,107,A321,78,44,215160,148117
FL116949,CCU-AMD,CCU,AMD,2024-06-15,116,Q400,120,65,320905,99177
FL116950,JAI-PNQ,JAI,PNQ,2024-01-21,161,B787,180,132,523908,184006
FL116951,AMD-HYD,AMD,HYD,2025-04-14,87,B787,70,63,368802,107087
FL116952,PNQ-DEL,PNQ,DEL,2024-07-13,176,ATR72,180,68,375156,138396
FL116953,MAA-AMD,MAA,AMD,2024-04-10,157,A321,78,64,297280,175424
FL116954,PNQ-MAA,PNQ,MAA,2024-03-19,127,B787,70,51,214557,182585
FL116955,HYD-BLR,HYD,BLR,2024-04-06,151,Q400,180,150,491100,132865
FL116956,DEL-BLR,DEL,BLR,2024-12-09,81,A321,78,72,378792,100542
FL116957,CCU-MAA,CCU,MAA,2024-01-21,149,B787,90,51,208182,111020
FL116958,PNQ-BLR,PNQ,BLR,2024-06-25,129,ATR72,120,52,289952,89181
FL116959,MAA-CCU,MAA,CCU,2025-10-02,115,A320,150,85,412590,142621
FL116960,PNQ-HYD,PNQ,HYD,2024-09-03,74,Q400,78,43,231770,88892
FL116961,DEL-AMD,DEL,AMD,2024-12-14,113,B737,150,105,462315,141487
FL116962,MAA-JAI,MAA,JAI,2025-09-29,67,B737,180,50,242650,89885
FL116963,JAI-PNQ,JAI,PNQ,2024-03-05,80,ATR72,180,46,283728,113301
FL116964,MAA-BLR,MAA,BLR,2024-09-01,72,B737,90,75,212925,83129
FL116965,BLR-JAI,BLR,JAI,2025-01-31,94,B737,78,41,206640,111058
FL116966,MAA-PNQ,MAA,PNQ,2025-09-23,155,B737,150,100,605000,159898
FL116967,BOM-PNQ,BOM,PNQ,2024-07-04,123,A320,120,119,394485,195007
FL116968,JAI-PNQ,JAI,PNQ,2025-04-06,153,B787,180,93,289137,178346
FL116969,BOM-BLR,BOM,BLR,2024-01-24,138,B787,120,95,556035,172776
FL116970,JAI-AMD,JAI,AMD,2024-03-05,147,A320,180,174,1034952,122940
FL116971,BOM-DEL,BOM,DEL,2025-04-06,151,B737,78,55,162470,97910
FL116972,DEL-AMD,DEL,AMD,2024-08-29,67,A321,78,62,353028,197744
FL116973,CCU-MAA,CCU,MAA,2025-10-12,135,A320,78,45,268380,177741
FL116974,GOI-PNQ,GOI,PNQ,2024-02-15,106,B787,120,42,223734,178111
FL116975,PNQ-CCU,PNQ,CCU,2025-02-07,106,B787,78,57,167922,196576
FL116976,MAA-HYD,MAA,HYD,2024-02-21,82,A321,180,158,438450,191320
FL116977,GOI-BLR,GOI,BLR,2025-05-18,123,A321,150,88,483648,93469
FL116978,CCU-HYD,CCU,HYD,2025-10-03,153,A320,120,99,359370,106427
FL116979,BLR-DEL,BLR,DEL,2024-07-15,81,Q400,70,54,223884,167211
FL116980,BLR-GOI,BLR,GOI,2025-01-18,122,B787,150,91,249795,187841
FL116981,AMD-DEL,AMD,DEL,2025-03-28,94,A320,78,50,252800,93030
FL116982,MAA-BLR,MAA,BLR,2024-03-15,76,Q400,150,82,211806,198446
FL116983,CCU-PNQ,CCU,PNQ,2024-03-25,110,A320,78,76,463372,183017
FL116984,CCU-JAI,CCU,JAI,2025-07-02,133,ATR72,120,87,226896,176027
FL116985,DEL-GOI,DEL,GOI,2024-10-16,171,B787,150,94,553190,189627
FL116986,BLR-PNQ,BLR,PNQ,2025-10-08,62,A321,90,71,182044,150365
FL116987,GOI-PNQ,GOI,PNQ,2025-10-28,144,A320,70,45,180405,163265
FL116988,BOM-MAA,BOM,MAA,2025-06-28,172,A320,90,37,174640,152127
FL116989,DEL-BLR,DEL,BLR,2024-05-01,109,A320,90,38,158650,157477
FL116990,MAA-AMD,MAA,AMD,2025-05-20,78,B787,150,135,357480,154110
FL116991,AMD-CCU,AMD,CCU,2024-01-13,151,A320,78,66,301092,169330
FL116992,CCU-HYD,CCU,HYD,2025-08-30,169,B787,180,152,623048,199672
FL116993,MAA-HYD,MAA,HYD,2024-10-19,120,B787,150,119,419237,196785
FL116994,HYD-BOM,HYD,BOM,2025-10-02,177,A321,70,52,266708,87652
FL116995,MAA-CCU,MAA,CCU,2024-09-16,127,B787,120,44,276364,149558
FL116996,BOM-JAI,BOM,JAI,2024-05-28,67,Q400,150,38,205314,154448
FL116997,JAI-BLR,JAI,BLR,2025-12-12,94,A321,78,72,395352,182427
FL116998,BLR-AMD,BLR,AMD,2024-02-04,171,A320,90,43,126721,86756
FL116999,MAA-GOI,MAA,GOI,2024-12-24,81,Q400,180,88,550088,187129
FL117000,HYD-AMD,HYD,AMD,2025-08-16,93,A321,70,39,243048,165161
FL117001,PNQ-GOI,PNQ,GOI,2024-05-16,96,ATR72,150,144,932832,126747
FL117002,HYD-BOM,HYD,BOM,2025-01-28,73,Q400,90,37,237355,80850
FL117003,BLR-CCU,BLR,CCU,2024-11-25,156,A320,70,66,398112,174859
FL117004,BOM-HYD,BOM,HYD,2024-05-24,107,Q400,120,97,368697,123064
FL117005,CCU-BLR,CCU,BLR,2025-08-06,100,B737,120,30,93900,189281
FL117006,MAA-GOI,MAA,GOI,2025-02-20,64,ATR72,90,75,364200,124773
FL117007,MAA-PNQ,MAA,PNQ,2024-03-02,111,ATR72,90,87,434739,106071
FL117008,AMD-JAI,AMD,JAI,2024-10-03,66,Q400,90,88,327800,83565
FL117009,GOI-AMD,GOI,AMD,2024-05-25,146,A320,180,132,796092,172421
FL117010,AMD-GOI,AMD,GOI,2025-10-26,80,B737,120,48,291456,144204
FL117011,BLR-AMD,BLR,AMD,2024-02-15,172,B787,78,33,159258,184857
FL117012,JAI-MAA,JAI,MAA,2024-08-11,108,Q400,78,43,223170,139879
FL117013,BOM-BLR,BOM,BLR,2025-11-19,115,B737,70,42,198786,120644
FL117014,JAI-DEL,JAI,DEL,2025-12-16,79,ATR72,180,67,331382,198957
FL117015,AMD-MAA,AMD,MAA,2024-07-06,163,B787,78,66,250008,184373
FL117016,GOI-HYD,GOI,HYD,2024-04-23,84,Q400,180,56,310912,193173
FL117017,PNQ-MAA,PNQ,MAA,2024-08-15,74,B787,180,162,537678,186503
FL117018,AMD-CCU,AMD,CCU,2024-12-27,123,ATR72,70,62,383222,148156
FL117019,PNQ-GOI,PNQ,GOI,2024-12-31,138,B737,70,62,293322,130073
FL117020,BOM-DEL,BOM,DEL,2025-03-20,176,B787,90,71,410238,169310
FL117021,HYD-AMD,HYD,AMD,2025-09-18,123,B737,180,73,395076,128464
FL117022,DEL-CCU,DEL,CCU,2025-03-01,91,Q400,180,87,253257,95581
FL117023,AMD-DEL,AMD,DEL,2024-11-16,156,B787,180,138,388194,165429
FL117024,DEL-HYD,DEL,HYD,2024-02-07,118,A320,70,69,257094,174609
FL117025,CCU-DEL,CCU,DEL,2024-03-20,79,B787,120,109,374851,165883
FL117026,AMD-PNQ,AMD,PNQ,2025-09-21,60,Q400,150,137,358255,103872
FL117027,JAI-MAA,JAI,MAA,2025-01-19,167,Q400,90,56,326984,188748
FL117028,PNQ-BLR,PNQ,BLR,2025-12-27,65,B787,70,66,168432,141593
FL117029,HYD-BLR,HYD,BLR,2024-12-13,90,A321,70,65,299260,199389
FL117030,PNQ-CCU,PNQ,CCU,2024-09-07,93,B787,120,88,495792,141641
FL117031,JAI-BLR,JAI,BLR,2024-05-20,63,B737,180,171,468540,136108
FL117032,GOI-DEL,GOI,DEL,2025-12-17,145,B737,90,76,349600,198150
FL117033,AMD-CCU,AMD,CCU,2024-07-04,66,Q400,78,34,124610,163037
FL117034,GOI-AMD,GOI,AMD,2025-09-19,138,ATR72,90,39,178035,120336
FL117035,CCU-BOM,CCU,BOM,2025-04-02,135,A320,70,33,120582,110580
FL117036,PNQ-MAA,PNQ,MAA,2025-02-11,177,Q400,90,51,227205,165084
FL117037,BOM-HYD,BOM,HYD,2024-09-04,180,ATR72,90,51,217209,159174
FL117038,MAA-CCU,MAA,CCU,2024-05-22,147,B737,180,142,584188,180733
FL117039,BOM-CCU,BOM,CCU,2024-04-14,132,Q400,90,56,222432,124136
FL117040,GOI-PNQ,GOI,PNQ,2025-01-24,178,ATR72,78,40,128320,185380
FL117041,GOI-PNQ,GOI,PNQ,2025-02-23,71,B737,180,89,542455,88856
FL117042,CCU-MAA,CCU,MAA,2025-06-07,95,A321,78,70,420700,165412
FL117043,HYD-JAI,HYD,JAI,2024-02-20,137,B737,70,52,316524,91415
FL117044,MAA-GOI,MAA,GOI,2025-04-24,164,Q400,180,130,476710,106438
FL117045,AMD-MAA,AMD,MAA,2025-02-06,133,Q400,180,121,420959,128253
FL117046,MAA-PNQ,MAA,PNQ,2025-06-08,71,ATR72,78,40,198440,102321
FL117047,DEL-CCU,DEL,CCU,2024-11-02,127,A320,70,42,262584,148361
FL117048,BLR-DEL,BLR,DEL,2024-05-10,152,B737,120,30,147540,184334
FL117049,PNQ-BLR,PNQ,BLR,2024-06-18,90,A320,150,75,228825,104959
FL117050,BOM-AMD,BOM,AMD,2024-04-07,164,ATR72,70,34,201756,124865
FL117051,BLR-JAI,BLR,JAI,2024-07-25,71,ATR72,150,49,287434,185533
FL117052,JAI-BOM,JAI,BOM,2024-03-17,132,B737,90,71,291384,155482
FL117053,MAA-GOI,MAA,GOI,2025-09-01,83,A320,120,80,367600,190511
FL117054,GOI-MAA,GOI,MAA,2024-03-26,89,A321,150,144,927216,168088
FL117055,JAI-PNQ,JAI,PNQ,2025-06-02,131,B737,150,94,469436,192431
FL117056,AMD-BLR,AMD,BLR,2025-07-26,157,A320,120,34,181390,146775
FL117057,PNQ-BOM,PNQ,BOM,2024-08-08,138,B787,78,48,260400,148250
FL117058,BLR-AMD,BLR,AMD,2025-12-22,169,B737,78,51,141474,161694
FL117059,HYD-GOI,HYD,GOI,2024-12-20,145,A320,120,69,289317,171163
FL117060,MAA-DEL,MAA,DEL,2025-08-15,113,Q400,78,70,421540,117916
FL117061,JAI-HYD,JAI,HYD,2025-10-02,150,A321,90,38,177726,137531
FL117062,GOI-MAA,GOI,MAA,2024-05-24,74,B787,90,70,372540,83835
FL117063,BLR-GOI,BLR,GOI,2025-03-05,73,Q400,150,105,509040,156405
FL117064,PNQ-BOM,PNQ,BOM,2025-04-14,106,B737,120,50,206000,174674
FL117065,BLR-HYD,BLR,HYD,2024-04-03,131,Q400,180,167,523879,151326
FL117066,PNQ-DEL,PNQ,DEL,2025-01-18,138,A321,180,101,595395,120177
FL117067,BOM-GOI,BOM,GOI,2024-05-26,89,A321,78,48,167904,86198
FL117068,GOI-BLR,GOI,BLR,2024-09-21,154,A320,70,70,449540,142337
FL117069,DEL-GOI,DEL,GOI,2024-12-09,109,B737,120,39,124254,166465
FL117070,MAA-CCU,MAA,CCU,2025-05-20,90,B737,120,83,316728,85546
FL117071,BLR-GOI,BLR,GOI,2024-05-16,167,A321,90,90,361800,192880
FL117072,JAI-BOM,JAI,BOM,2025-01-02,95,B787,120,120,566640,132412
FL117073,PNQ-GOI,PNQ,GOI,2025-07-02,89,B787,180,152,788576,181955
FL117074,MAA-AMD,MAA,AMD,2025-11-01,125,B737,78,71,284497,176684
FL117075,MAA-DEL,MAA,DEL,2025-12-21,74,B787,180,64,375104,102853
FL117076,BLR-AMD,BLR,AMD,2024-06-28,79,B737,70,69,307050,106929
FL117077,GOI-JAI,GOI,JAI,2024-12-04,180,ATR72,78,65,207155,158829
FL117078,AMD-HYD,AMD,HYD,2024-04-02,137,A320,78,43,141771,90860
FL117079,HYD-BLR,HYD,BLR,2025-01-30,66,B787,120,120,777600,153719
FL117080,JAI-BOM,JAI,BOM,2024-09-28,94,A321,180,164,718484,163086
FL117081,JAI-PNQ,JAI,PNQ,2024-05-18,61,ATR72,150,63,249102,177567
FL117082,GOI-MAA,GOI,MAA,2025-10-13,108,ATR72,78,33,204468,139085
FL117083,HYD-DEL,HYD,DEL,2024-11-13,156,ATR72,78,39,215046,196214
FL117084,JAI-BLR,JAI,BLR,2025-07-20,136,B787,70,35,109830,175305
FL117085,CCU-PNQ,CCU,PNQ,2025-07-05,123,A321,180,113,478103,144727
FL117086,MAA-PNQ,MAA,PNQ,2024-01-20,77,A320,90,79,296092,170339
FL117087,MAA-BOM,MAA,BOM,2025-03-26,85,A321,120,30,194820,146334
FL117088,PNQ-JAI,PNQ,JAI,2025-08-20,64,B787,78,61,367159,149414
FL117089,DEL-MAA,DEL,MAA,2024-08-19,123,B737,70,60,257580,193772
FL117090,AMD-BLR,AMD,BLR,2024-02-19,115,B787,180,39,106275,115898
FL117091,AMD-BLR,AMD,BLR,2025-08-03,94,A321,180,85,374935,107204
FL117092,PNQ-GOI,PNQ,GOI,2024-10-27,84,Q400,180,62,292578,194924
FL117093,BOM-DEL,BOM,DEL,2024-07-27,70,A320,150,32,152864,118983
FL117094,BOM-HYD,BOM,HYD,2025-04-23,147,B787,120,85,366180,87957
FL117095,BLR-BOM,BLR,BOM,2025-12-09,72,A321,78,36,165024,123731
FL117096,MAA-BOM,MAA,BOM,2024-06-28,169,A321,90,62,376278,105218
FL117097,PNQ-JAI,PNQ,JAI,2024-10-29,71,Q400,70,52,319124,194802
FL117098,MAA-BOM,MAA,BOM,2025-09-16,122,A321,120,108,585792,104812
FL117099,HYD-CCU,HYD,CCU,2024-06-20,137,A320,78,69,294837,97590
FL117100,JAI-DEL,JAI,DEL,2024-07-09,76,Q400,70,37,177748,134290
FL117101,HYD-MAA,HYD,MAA,2024-12-30,92,B737,180,137,604855,109764
FL117102,HYD-CCU,HYD,CCU,2024-11-30,89,A320,150,105,626325,134291
FL117103,GOI-HYD,GOI,HYD,2025-03-21,108,ATR72,150,143,741169,109512
FL117104,MAA-JAI,MAA,JAI,2025-11-27,129,B787,70,41,107010,167443
FL117105,HYD-BLR,HYD,BLR,2025-01-08,93,Q400,90,87,347826,120664
FL117106,BLR-GOI,BLR,GOI,2025-10-30,61,ATR72,70,47,217939,80779
FL117107,JAI-CCU,JAI,CCU,2025-01-08,167,B737,70,45,193500,132311
FL117108,AMD-MAA,AMD,MAA,2024-10-24,111,A321,120,89,469564,192260
FL117109,DEL-JAI,DEL,JAI,2024-09-10,146,ATR72,78,58,368300,99751
FL117110,PNQ-HYD,PNQ,HYD,2025-07-19,96,A320,120,76,221692,109202
FL117111,JAI-GOI,JAI,GOI,2024-12-11,64,A321,120,64,273728,136390
FL117112,PNQ-HYD,PNQ,HYD,2024-09-17,88,A321,70,40,173160,85413
FL117113,HYD-MAA,HYD,MAA,2024-02-12,134,Q400,120,53,321233,158005
FL117114,GOI-CCU,GOI,CCU,2025-05-19,93,B737,150,106,647660,108158
FL117115,BLR-PNQ,BLR,PNQ,2025-11-22,168,B737,180,78,377364,195006
FL117116,AMD-CCU,AMD,CCU,2025-11-05,76,Q400,90,31,176483,125598
FL117117,PNQ-JAI,PNQ,JAI,2024-05-02,141,B787,90,74,225330,162126
FL117118,AMD-BOM,AMD,BOM,2025-03-04,175,Q400,180,75,397500,102689
FL117119,JAI-BLR,JAI,BLR,2025-07-22,116,Q400,90,74,318570,135074
FL117120,PNQ-CCU,PNQ,CCU,2025-05-26,117,A320,150,99,262845,126218
FL117121,GOI-JAI,GOI,JAI,2024-12-25,135,B787,150,142,903972,188141
FL117122,HYD-CCU,HYD,CCU,2024-07-23,75,A320,150,144,609120,146285
FL117123,JAI-BOM,JAI,BOM,2025-10-21,130,Q400,150,59,208624,133431
FL117124,GOI-AMD,GOI,AMD,2024-07-13,170,B737,90,74,460354,137804
FL117125,HYD-JAI,HYD,JAI,2024-10-18,134,ATR72,180,130,801450,179479
FL117126,MAA-DEL,MAA,DEL,2024-09-23,110,Q400,120,90,343260,106574
FL117127,DEL-MAA,DEL,MAA,2025-05-27,89,B737,120,45,160650,96238
FL117128,PNQ-CCU,PNQ,CCU,2024-08-31,160,ATR72,78,44,201608,131059
FL117129,BLR-CCU,BLR,CCU,2025-09-24,151,B737,180,145,842015,96476
FL117130,HYD-BOM,HYD,BOM,2025-10-10,143,A320,90,84,408828,85095
FL117131,DEL-GOI,DEL,GOI,2025-12-06,173,B737,70,65,174460,136775
FL117132,JAI-PNQ,JAI,PNQ,2024-02-13,165,ATR72,70,60,275220,142039
FL117133,GOI-PNQ,GOI,PNQ,2025-05-09,131,B737,90,61,318725,173162
FL117134,PNQ-GOI,PNQ,GOI,2024-01-11,94,Q400,70,33,107052,82495
FL117135,GOI-DEL,GOI,DEL,2024-02-10,82,Q400,70,40,112360,189803
FL117136,HYD-PNQ,HYD,PNQ,2024-12-31,82,A320,180,178,922218,93001
FL117137,PNQ-BOM,PNQ,BOM,2025-03-14,84,B737,180,171,854829,134213
FL117138,GOI-BLR,GOI,BLR,2024-02-04,129,ATR72,70,67,336139,186486
FL117139,DEL-MAA,DEL,MAA,2025-11-16,123,A320,120,65,294710,159532
FL117140,GOI-BLR,GOI,BLR,2025-04-30,117,B787,150,144,610128,165511
FL117141,PNQ-AMD,PNQ,AMD,2024-11-02,63,B787,150,71,453477,176793
FL117142,HYD-GOI,HYD,GOI,2025-01-31,60,B737,180,99,371844,161928
FL117143,BLR-BOM,BLR,BOM,2024-06-08,163,ATR72,78,73,364635,161840
FL117144,CCU-BLR,CCU,BLR,2024-06-13,117,A321,180,123,619428,172818
FL117145,AMD-CCU,AMD,CCU,2025-11-04,82,B737,70,42,229950,176205
FL117146,HYD-PNQ,HYD,PNQ,2024-11-26,161,B787,180,157,835711,154826
FL117147,AMD-JAI,AMD,JAI,2024-09-28,152,ATR72,150,45,239490,117773
FL117148,PNQ-AMD,PNQ,AMD,2024-07-07,104,Q400,78,50,174150,146158
FL117149,GOI-JAI,GOI,JAI,2024-09-27,148,Q400,120,55,295240,189988
FL117150,HYD-BOM,HYD,BOM,2025-07-28,89,A320,150,104,326040,131518
FL117151,AMD-HYD,AMD,HYD,2025-06-23,103,A320,180,62,391220,123678
FL117152,GOI-CCU,GOI,CCU,2024-01-14,137,Q400,180,74,318866,107122
FL117153,MAA-BLR,MAA,BLR,2024-08-14,74,A321,70,70,372960,186795
FL117154,BLR-HYD,BLR,HYD,2025-11-10,174,B787,70,52,166504,88806
FL117155,PNQ-JAI,PNQ,JAI,2025-10-23,116,B737,150,90,576450,115294
FL117156,AMD-HYD,AMD,HYD,2024-09-09,71,A321,90,41,129601,112220
FL117157,JAI-BLR,JAI,BLR,2024-01-22,171,B737,180,108,614412,86795
FL117158,AMD-PNQ,AMD,PNQ,2024-08-15,108,ATR72,78,33,190509,113118
FL117159,BOM-AMD,BOM,AMD,2025-02-24,164,B787,78,39,161772,192179
FL117160,GOI-DEL,GOI,DEL,2025-10-29,143,Q400,180,44,230736,101654
FL117161,HYD-DEL,HYD,DEL,2024-11-23,92,B737,150,49,242942,183013
FL117162,PNQ-CCU,PNQ,CCU,2025-01-31,159,A320,120,80,511520,99977
FL117163,JAI-GOI,JAI,GOI,2024-01-03,94,ATR72,150,130,754260,186870
FL117164,BOM-BLR,BOM,BLR,2025-08-21,66,B787,180,78,500136,118414
FL117165,HYD-JAI,HYD,JAI,2024-01-28,127,A320,180,172,647924,92947
FL117166,PNQ-JAI,PNQ,JAI,2025-09-08,71,ATR72,180,73,260391,141659
FL117167,DEL-JAI,DEL,JAI,2024-04-20,73,B787,180,98,415814,140357
FL117168,HYD-BOM,HYD,BOM,2024-09-29,70,A321,180,178,715738,189764
FL117169,AMD-CCU,AMD,CCU,2025-07-10,130,Q400,78,44,126368,95880
FL117170,AMD-HYD,AMD,HYD,2024-10-20,164,B787,150,147,584913,146612
FL117171,BOM-MAA,BOM,MAA,2025-10-09,66,B787,90,53,263675,171097
FL117172,JAI-PNQ,JAI,PNQ,2025-01-21,71,B737,70,65,329810,135471
FL117173,BLR-GOI,BLR,GOI,2025-09-15,131,ATR72,70,33,150777,157095
FL117174,HYD-GOI,HYD,GOI,2024-12-06,156,Q400,90,38,156674,169476
FL117175,BOM-DEL,BOM,DEL,2024-08-12,74,A321,120,53,241309,104416
FL117176,AMD-PNQ,AMD,PNQ,2024-12-01,89,B737,70,33,132297,119850
FL117177,BOM-HYD,BOM,HYD,2024-02-01,130,Q400,120,63,213822,165352
FL117178,HYD-CCU,HYD,CCU,2025-07-18,172,A320,90,76,365560,168187
FL117179,CCU-MAA,CCU,MAA,2024-03-19,154,Q400,78,59,210689,115110
FL117180,PNQ-BOM,PNQ,BOM,2025-11-26,62,B787,120,68,378420,154152
FL117181,MAA-BOM,MAA,BOM,2025-04-29,168,B787,180,138,555312,101823
FL117182,CCU-BLR,CCU,BLR,2025-09-13,170,B787,120,40,157040,82004
FL117183,BOM-PNQ,BOM,PNQ,2024-03-31,74,B737,70,39,133068,166425
FL117184,PNQ-MAA,PNQ,MAA,2024-01-05,126,B787,70,70,267050,93995
FL117185,CCU-PNQ,CCU,PNQ,2024-10-02,84,ATR72,90,77,360822,143886
FL117186,AMD-HYD,AMD,HYD,2024-08-18,94,Q400,78,65,287690,150396
FL117187,JAI-MAA,JAI,MAA,2024-06-18,71,Q400,120,65,345150,119103
FL117188,CCU-JAI,CCU,JAI,2024-02-14,110,A321,180,125,633375,115928
FL117189,CCU-MAA,CCU,MAA,2025-08-12,66,B787,150,62,338210,89084
FL117190,AMD-BOM,AMD,BOM,2024-07-13,84,A321,90,53,317417,179439
FL117191,MAA-PNQ,MAA,PNQ,2024-03-22,141,B737,78,32,163360,81470
FL117192,PNQ-AMD,PNQ,AMD,2024-11-17,74,B787,150,66,180114,106282
FL117193,CCU-GOI,CCU,GOI,2025-06-18,94,ATR72,150,114,514710,98890
FL117194,JAI-MAA,JAI,MAA,2025-06-04,134,A320,150,148,663780,110415
FL117195,BLR-CCU,BLR,CCU,2024-06-05,99,B787,180,82,246738,123042
FL117196,DEL-PNQ,DEL,PNQ,2025-02-12,79,A320,150,37,167795,88856
FL117197,BOM-JAI,BOM,JAI,2025-10-14,175,B787,150,124,452104,154378
FL117198,CCU-JAI,CCU,JAI,2025-05-29,174,ATR72,120,95,321100,131678
FL117199,GOI-MAA,GOI,MAA,2025-06-15,170,B787,90,56,257040,147867
FL117200,CCU-DEL,CCU,DEL,2024-05-08,122,A321,90,89,329923,106266
FL117201,MAA-JAI,MAA,JAI,2025-08-09,154,A320,150,106,442656,89770
FL117202,BLR-BOM,BLR,BOM,2025-03-15,105,A321,78,72,291168,117165
FL117203,DEL-JAI,DEL,JAI,2024-02-06,89,ATR72,70,63,301644,135645
FL117204,CCU-JAI,CCU,JAI,2024-09-06,89,A321,78,66,416658,144346
FL117205,BLR-BOM,BLR,BOM,2025-01-27,61,Q400,180,91,277459,96868
FL117206,AMD-BOM,AMD,BOM,2024-03-16,155,B787,150,117,514098,153131
FL117207,AMD-PNQ,AMD,PNQ,2025-02-25,87,B737,70,56,194992,85357
FL117208,BLR-CCU,BLR,CCU,2024-03-16,83,Q400,70,65,342290,86831
FL117209,DEL-AMD,DEL,AMD,2025-09-25,100,B787,180,50,143000,83095
FL117210,GOI-PNQ,GOI,PNQ,2024-07-27,89,ATR72,70,69,214038,128297
FL117211,DEL-BLR,DEL,BLR,2024-03-20,117,ATR72,150,121,313511,189383
FL117212,BLR-DEL,BLR,DEL,2025-08-19,85,Q400,78,69,439047,80359
FL117213,GOI-AMD,GOI,AMD,2025-01-12,153,ATR72,90,52,287508,158643
FL117214,BOM-CCU,BOM,CCU,2024-05-12,126,ATR72,180,67,232490,185096
FL117215,MAA-PNQ,MAA,PNQ,2025-05-22,97,B737,70,51,313242,105904
FL117216,MAA-BLR,MAA,BLR,2025-03-23,78,ATR72,120,52,212576,157668
FL117217,HYD-JAI,HYD,JAI,2024-12-01,76,Q400,78,77,354200,159658
FL117218,DEL-GOI,DEL,GOI,2024-04-01,102,A321,180,37,239205,140634
FL117219,BLR-GOI,BLR,GOI,2024-12-05,151,B787,180,44,112068,131703
FL117220,JAI-BLR,JAI,BLR,2025-03-18,72,B787,78,54,168102,181426
FL117221,DEL-GOI,DEL,GOI,2025-02-19,117,A321,90,50,233100,148339
FL117222,DEL-CCU,DEL,CCU,2024-09-03,179,Q400,120,31,152241,177271
FL117223,MAA-JAI,MAA,JAI,2025-07-24,135,ATR72,120,105,675780,155840
FL117224,JAI-BOM,JAI,BOM,2025-09-20,108,A320,78,46,121072,155537
FL117225,JAI-BOM,JAI,BOM,2025-10-29,128,A320,150,68,211140,125336
FL117226,BOM-JAI,BOM,JAI,2025-08-07,93,Q400,90,39,139113,113327
FL117227,BLR-BOM,BLR,BOM,2024-03-13,67,B787,70,30,116250,134080
FL117228,DEL-BOM,DEL,BOM,2025-03-04,150,ATR72,150,142,421030,100816
FL117229,PNQ-BLR,PNQ,BLR,2024-10-06,111,ATR72,180,41,266336,197094
FL117230,DEL-JAI,DEL,JAI,2025-10-26,175,B787,180,49,142296,176907
FL117231,HYD-AMD,HYD,AMD,2025-09-18,149,A321,180,103,574122,104001
FL117232,HYD-MAA,HYD,MAA,2024-11-05,88,B787,90,43,205712,194650
FL117233,HYD-JAI,HYD,JAI,2025-11-09,149,A320,150,122,407846,192371
FL117234,DEL-BOM,DEL,BOM,2025-08-05,115,B787,180,180,853200,93321
FL117235,GOI-BOM,GOI,BOM,2024-08-11,105,ATR72,78,39,217542,166408
FL117236,BLR-AMD,BLR,AMD,2025-04-13,143,A320,78,54,260820,90014
FL117237,GOI-BLR,GOI,BLR,2025-04-05,68,ATR72,150,96,266304,149312
